topic,rank,doc
1424,2,🇹🇷's commitment to extending the UN-brokered grain deal beyond May is a step towards addressing the world food crisis. 🇹🇷's diplomatic efforts as an intermediary in the 13-month conflict have been significant. #Turkey #graindeal #foodcrisis #Russia #diplomacy #intermediary
1424,3,"#Russia-Ukraine sign key pact on resumption of wheat export from Ukraine, despite #Ukraine setting pre-conditions. UN chief terms it an agreement for the world and a beacon of hope, that will help tackle the global food crisis (DD News)"
1425,1,"#UN is a body responsible for maintaining the peace.If it fulfills the role of the #UNCharter,it should issue a warrant for the arrest of the criminal #Putin through the International Criminal Tribunal for the crime of INVASION OF A SOVEREIGN STATE. #antonioguterres #POTUS"
1425,2,"#UN is a body responsible for maintaining the peace.If it fulfills the role of the #UNCharter,it should issue a warrant for the arrest of the criminal #Putin through the International Criminal Tribunal for the crime of INVASION OF A SOVEREIGN STATE. #antonioguterres #vonderleyen"
1425,3,"#UN is a body responsible for maintaining the peace.If it fulfills the role of the #UNCharter,it should issue a warrant for the arrest of the criminal #Putin through the International Criminal Tribunal for the crime of INVASION OF A SOVEREIGN STATE. #antonioguterres #BorisJohnson"
1426,1,Most read #MarsHillBlog Post of the week. On Russia storming out of UN Security Council meeting #VladimirPutin #Russia #UnitedNations #Ukraine
1426,2,#MarsHillBlog Post Russia storming out of UN Security Council meeting #VladimirPutin #Russia #UnitedNations #Ukraine
1426,3,#MarsHillBlog Post On Russia storming out of UN Security Council meeting #VladimirPutin #Russia #UnitedNations #Ukraine
1427,1,#Tigray: The International Community &amp; should not allow for humanitarian aid to be negotiating factor in any circumstances. Humanitarian access should not be up for negotiations and should remain separate and clear of any preconditions.#HR6600 #ReconnectTigray#EndTigraySiege
1427,2,#Tigray: The International Community &amp; should not allow for humanitarian aid to be negotiating factor in any circumstances. Humanitarian access should not be up for negotiations and should remain separate and clear of any preconditions. #ReconnectTigray #EndTigraySiege ￼
1427,3,#Tigray: The International Community &amp; should not allow for humanitarian aid to be negotiating factor in any circumstances. Humanitarian access should not be up for negotiations and should remain separate and clear of any preconditions. #ReconnectTigray #EndTigraySiege
1428,1,"Funny World 🙃 Till sunday there was no #Covid, with housefull stadium during #FIFA finals and #Messi and team hugging everyone. And on wednesday covid is back, well played #China and #WHO 🫡"
1428,2,"*Funny World 🙃* *Till Sunday there was no Covid, with House Full Stadium of Thousands and Messi and team hugging everyone.* *_Wednesday Covid is back_* *Well played China and WHO* 😊🙃 #COVID19 #coronavirus"
1428,3,"Funny World 🙃 Till Sunday there was no #Covid, with House Full Stadium of Thousands and #Messi and team hugging everyone. Wednesday Covid is back. Well played #China and #WHO 😊🙃 #CovidIsntOver"
1429,1,"#TheHappeningDaysOfTheLord #WorldWar3Europe 2023 Launching, How long must I see the ""Standard""? Fuck them all, #America #Belgium #Canada #Dutch #England #France #Germany #Holland #Israel #Japan #Italy #Ireland #Rome #Switzerland #Scotland #Ukraine #Judgements #WorldWar3"
1429,2,"#TheHappeningDaysOfTheLord #WorldWar3Europe 2023 Launching, How long must I see the ""Standard""? &amp; along with #America #England #Israel #Germany the #Jewish Kabal knows no bounds. by any means necessary! #WorldWar3 will be long and bloody. #Judgement now"
1429,3,"#TheHappeningDaysOfTheLord #WorldWar3Europe 2023 Launching, How long must I see the ""Standard""? &amp; is deem #Terrorists organization, run by #America #England #Israel #Jewish kabal. by any means necessary! #WorldWar3. Boots on the ground in #Ukraine now.!"
1430,1,When is being arrested for spreading FAKE news about the special operations in #Ukraine
1430,2,"The flow of Fake News Won't Shield Ukrainian #NeoNazis, Foreign #Mercenaries &amp; Sponsors From Accountability for Their Heinous Crimes - Russian Mission #UN Multiple witness statements &amp; evidence to that effect are being collected right now across #Ukraine, including in #Mariupo"
1430,3,"The flow of Fake News Won't Shield Ukrainian #NeoNazis, Foreign #Mercenaries &amp; Sponsors From Accountability for Their Heinous Crimes - Russian Mission #UN Multiple witness statements &amp; evidence to that effect are being collected right now across #Ukraine, including in #Mariupol"
1431,1,"'That leaves Ukraine as the sole original member of the UN that has remained faithful to the organization’s principles and was also a constituent of the USSR. It, therefore, has a credible claim to the USSR’s seat'. #PutinIsaWarCriminal"
1431,2,"“That leaves #Ukraine as the sole original member of the that has remained faithful to the organization’s principles and was also a constituent of the #USSR. It, therefore, has a credible claim to the USSR’s seat.”"
1431,3,#Ukraine as the sole original member of the UN that was also a constituent of the USSR and remained faithful to the organization’s principles has a credible claim to the USSR’s seat on the UN Security Council.
1432,1,"“I fear the world is not sleepwalking into a wider war. It is doing so with its eyes wide open,” #UkraineRussianWar #NATO #UN"
1432,2,“I fear the world is not sleepwalking into a wider war – I fear it is doing so with its eyes wide open.” - UN Secretary-General António Guterres #UkraineWar #Nato #WWIII
1432,3,“I fear the world is not sleepwalking into a wider war. I fear it is doing so with its eyes wide open.” UN Secretary-General Antonio Guterres. #Ukraine #Russia #UK #USA #UN #EU
1433,1,Heavy weapons for #Mariupol Some weapons should've arrived this weekend. I guess we won't be told where they are. #ArmUkraineNow
1433,2,"This is also America under GOP ""leadership"" IF we don't #GOTV #GetOutTheVote #VoteThemAllOut2022 and #VoteBlueToSaveDemocracy #VoteBlueIn2022 And #SupportUkraine #StandWithUkraine #StandingWithUkraine Give as much as poss"
1433,3,"⭐🇺🇲 #VoteBlueToSaveDemocracy #VoteBlueIn2022 #TheResistance 💪💥💙#Anonymous 💪💥💙 STRENGTH IN UNITY....FIGHT THE GOOD FIGHT 4 DEMOCRACY, 4 TRUTH. 4 JUSTICE 4DIVERSITY, 4HUMAN RIGHTS⭐...IF NOT US.. WHO? IF NOT NOW WHEN? #Vote 💪💥POWER2THE PEOPLE,⭐RISE UP...RISE ABOVE..."
1434,1,We live in a surplus world for EVERYTHING! WHO do I KNOW that I want to spend my money/time with? 🔊 #success #motivation #inspiration #love #life #motivationalquotes #mindset #quotes #goals #entrepreneur #believe #lifestyle #positivevibes #happiness #business #instagood[...]
1434,2,"🔥LAST CHANCE TO REGISTER! We start in a few hours 😱 Join me and Create WHO You Want To Become with global entrepreneurs, speakers &amp; successful business owners #champions #success #business #financialfreedom #entrepreneur #businesssuccess #onlineeven"
1434,3,ENTREPRENEUR IS SOMEONE WHO HAS a VISION FOR SOMETHING AND A WANT TO CREATE #entrepreneur #business #success #entrepreneurship #entrepreneurlife #smallbusiness #businessowner #startup #investment #financialfreedom #cleosmart 1️⃣
1435,1,The Portuguese UN Ambassadors have been very vocal condemning #Russia to the point of ridiculousness clearly they are being bent over backwards by USA #NATO over #Ukrania U have to ask how much has #Portugal SOLD THEMSELVES SOULS to #NATO when was threat since WW2 1945 75yrs?
1435,2,The reason it exists should be solved. Very true. Tbh if #Russia had gone another 30 years without invading another neighbour nato probably would have eventually dissolved.
1435,3,"3/4 A potential obstacle to putting out a strong joint #UN-#NATO-#US statement is in the #UNSecurityCouncil, where #Russia can be expected to veto any attempt to issue a resolution on the #UN side. The solution: #UNReform. Firstly, emergency reform to remove #Russia, but then.."
1436,1,Day 165 of #Russian unprovoked ILLEGAL invasion: #UN's nuclear watchdog warns on #Ukraine plant #StandWithUkraine #CdnPoli #PQPoli #ONPoli #NSPoli #BCPoli #ABPol #INDPol #CAPol #USPol #USPoli #UKPol #EUPol #AUPol #AUSPol #NZPol #JAPPol
1436,2,Day 176 of #Russian unprovoked ILLEGAL invasion: #Ukraine says fighting 'deadlocked' ahead of visit by #UN chief #StandWithUkraine #CdnPoli #PQPoli #ONPoli #NSPoli #BCPoli #MXPoli #INDPol #CAPol #USPol #USPoli #UKPol #EUPol #AUPol #AUSPol #NZPol #JAPPol
1436,3,Day 190 of #Russia’s unprovoked ILLEGAL invasion: Shelling shuts down #Ukraine nuclear reactor as #UN team attempts inspection tour #StandWithUkraine #CdnPoli #PQPoli #ONPoli #MXPoli #INDPol #CAPol #USPol #USPoli #UKPol #EUPol #AUPol #AUSPol #NZPol #JAPPol
1437,1,"Hinata's #Online #Art #Exhibition ""Shine on the Sunflower Field"" 👉 It has been the 10th day since the #art #exhibition was held. It will last until July.31st. I #donate a half of the profit to #UNICEF to save #Ukranian people. #artevent #peace #Ukraine"
1437,2,"Hinata's #Online #Art #Exhibition ""Shine on the Sunflower Field"" 👉 It has been the 21th day since the #art #exhibition was held. It will last until July.31st. I #donate a half of the profit to #UNICEF to save #Ukranian people. #artevent #peace #Ukraine"
1437,3,"Hinata's #Online #Art #Exhibition ""Shine on the Sunflower Field"" 👉 It has been the 26th day since the #art #exhibition was held. It will last until July.31st. I #donate a half of the profit to #UNICEF to save #Ukranian people. #artevent #peace #Ukraine"
1438,1,Debt Rattle April 16 2022 #ElonMusk #Glazyev #Medvedchuk #PeaceMandate #PoisonPill #ruble #Shanghai #Twitter #WHO #Zelensky
1438,2,Debt Rattle May 21 2022 #ElonMusk #Finland #Hillary #monkeypox #RobbyMook #ruble #swamp #Trump #Ukraine #WHO
1438,3,Debt Rattle March 4 2023 #Bakhmut #Blinken #China #Prigozhin #RFKjr #threat #Wagner #WartimeEconomy #WHO
1439,1,")Early June, the predicted over 350,000 people were suffering famine in Tigray. After nearly 4 more months, under even worse conditions and a SIEGE, hundreds of thousands of Tigrayans are perishing in a famine. #StopTigrayFamine #TigrayGenocide"
1439,2,"Early June, the predicted over 350,000 people were suffering famine In Tigray. After nearly 4 more months, Under even worse conditions and a SIEGE, hundreds of thousands of Tigrayans are perishing in a famine. #StopTigrayFamine #TigrayGenocide"
1439,3,"Early June, the predicted over 350,000 people were suffering famine in Tigray. After nearly 4 more months, under even worse conditions and a SIEGE, hundreds of thousands of Tigrayans are perishing in a famine. #StopTigrayFamine #TigrayGenocide"
1440,1,They deliberately starved a population.Summary executions&amp; mass rape in Tigray are off the charts.Looting &amp;destruction of cultural heritage are widespread #Justice4Tigray #TigrayGenocide
1440,2,📣 They deliberately starved a population. Summary executions &amp; mass rape in Tigray are off the charts. Looting &amp; destruction of cultural heritage are widespread #Justice4Tigray #TigrayGenocide
1440,3,They deliberately starved a population. Summary executions &amp; mass rape in Tigray are off the charts. Looting &amp; destruction of cultural heritage are widespread 🚩#Justice4Tigray 🚩#TigrayGenocide
1441,1,"I believe can stop the #RussiaUkraine war. because there will be more innocent victims. providing assistance in the form of peace negotiations is the main thing. nothing else. #NoWar #peace #PeaceCanBe: GoodforEating, GoodforSleeping, GoodforTraveling"
1441,2,"It's not a perfect solution, but I don't think there exists a perfect solution. A peaceful solution is still a lot better than a military conflict to settle things, like the current #RussianUkrainianWar."
1441,3,"I believe strongly that, advocating for peace and sending of negotiators to the waring countries should be of utmost concern than the escalations. All I want is peace. Lives are being affected and impacted badly. #Peace #RussianUkrainianWar"
1442,1,Medicine. First aid kits. Midwifery kits. Surgical equipment. Lifesaving UNICEF supplies are on their way to health workers as they support children across conflict-hit #Ukraine.
1442,2,"Medicine First aid kits Midwifery kits Surgical equipment As conflict spreads in #Ukraine, UNICEF is delivering lifesaving supplies to children and their families. This is how you can support."
1442,3,"Medicine First aid kits Midwifery kits Surgical equipment As conflict spreads in #Ukraine, UNICEF is delivering lifesaving supplies to children and their families. Here's how you can help:"
1443,1,"There are new challenges &amp; opportunities for Africa to seize in these times of #Ukrainewar, #COVID-19 and #climatechange. But how? Join the convo. with Director of 's RBA, 🗓️Tuesday, June 14, 2022 ⏱️1.00 p.m. - 2.30 p.m. EDT Register:"
1443,2,"Today at 1 pm EST: There are new challenges &amp; opportunities for Africa to seize in these times of #Ukrainewar, #COVID-19 and #climatechange. ’s discusses 🗓️Tuesday, June 14, 2022 ⏱️1-2.30 p.m. EDT"
1443,3,"USIP: RT : Today at 1 pm EST: There are new challenges &amp; opportunities for Africa to seize in these times of #Ukrainewar, #COVID-19 and #climatechange. ’s discusses 🗓️Tuesday, June 14, 2022 ⏱️1-2.30 p.m. EDT …"
1444,1,"What is the IC waiting for ?+ Over #843days ,Over 600k people died,130K+ women &amp; girls were raped, &amp; 91% of ppl facing man-made famine in Tigray for Over TWO years…End #TigrayGenocide #EritreaOutOfTigeay"
1444,2,"📢What is the IC waiting for ? + Over #843days ,Over 600k people died,130K+ women &amp; girls were raped, &amp; 91% of ppl facing man-made famine in Tigray for Over TWO years…End #TigrayGenocide #EritreaOutOfTigeay"
1444,3,"What is the IC waiting for ? + Over #843days , Over 600k people died, 130K+ women &amp; girls were raped, &amp; 91% of ppl facing man-made famine in Tigray for Over TWO years…End #TigrayGenocide #EritreaOutOfTigeay"
1445,1,Africa: WHO Director-General Announces Global Health Leaders Awards | #Africa #Travel #Business #news #politics #Sports #Economy #Africa #trade #currentevents #ExternalRelations #InternationalOrganizationsandAfrica #HealthandMedicine
1445,2,Africa: WHO Raises Alarm On Tobacco Industry Environmental Impact | #Africa #Travel #Business #news #politics #Sports #Economy #Africa #trade #currentevents #ExternalRelations #InternationalOrganizationsandAfrica #HealthandMedicine
1445,3,Africa: Make Tobacco Industry Accountable for Environmental Damage: UN Health Agency | #Africa #Travel #Business #news #politics #Sports #Economy #Environment #Africa #trade #currentevents #ExternalRelations #InternationalOrganizationsandAfrica #Healt...
1446,1,"🇺🇦 Ukrainian Presidential Adviser: Ukraine will not sign any documents with Russia, Ukraine and Russia will sign parallel deals on grain exports with the UN. #ukraine #russia"
1446,2,"#Ukraine will not sign any documents with #Russia; but Ukraine and Russia will sign parallel deals with the UN and Türkiye, Ukrainian Presidential Advisor Mykhailo Podolyak said via Twitter on Friday."
1446,3,"#Ukraine will not sign any documents with #Russia; but Ukraine and Russia will sign parallel deals with the #UN and #Türkiye, Ukrainian Presidential Advisor Mykhailo Podolyak said via Twitter on Friday. #UkraineRussianWar"
1447,1,"Unbelievable things happening in #Bangladesh , looks like human right doesn’t exist in Bangladesh! The World community must keep eye on this #Asian country #HumanRights #bbc #cnn #Ukraine #arab #UN #Africa #Europe #UK"
1447,2,Another victim of a enforced disappearances by security forces in #Bangladesh last week ! Mr dilwar HOSSAIN . #UN #HumanRights #bbc #cnn #Ukraine #humanity #dhama
1447,3,Another victim of a enforced disappearances by security forces in #Bangladesh last week ! Mr Delwar HOSSAIN . #UN #HumanRights #bbc #cnn #Ukraine #humanity #dhama
1448,1,Poem| The UN Rides on Human Skeletons : #WritingCommunity #poem #poetry #Ukraine #UKRAINEWarCrimes #writerslift #writer #war #amreading #life #world #POEMS #poemforcoldplay #PoemADay #readingcommunity #PeaceInUkraine #PeaceAndLove #peaceful #Literature
1448,2,"A poem titled Eyes Closed from my first published book of poetry, book is available from my website and on Amazon it’s titled The Dark Side Of Silence all monies raised from sales donated to UNICEF Ireland’s Ukrainian appeal #PoetryDayIRL #poem #poet #ukraine #unicef"
1448,3,"A mouth cleanse of poems from my first published book of poetry, book is available from my website and on Amazon it’s titled The Dark Side Of Silence all monies raised from sales donated to UNICEF Ireland’s Ukrainian appeal #PoetryDayIRL #poem #poet #ukraine #unicef"
1449,1,"Ukrainian President Volodymyr Zelenskyy speaks to PM Modi, seeks political support in UN Security Council #India #Modi #Russiainvasion #ukraine #unsc #VolodymyrZelenskyy"
1449,2,#Ukraine President Speaks To PM Modi As Russia Praises India's UN Stand Read more:
1449,3,Ukraine President Speaks To PM Modi As Russia Praises India's UN Stand #russia #indiarussia #ukraine #pm #modi #international
1450,1,"Hey, how's your evening? Did you know that a literal CHEMICAL WEAPON was used in #Mariupol today?? Russia used chemical weapon against Ukrainians, civilians included. Are you still deeply concerned?"
1450,2,"Hey! How's your evening? Did you know that a literal CHEMICAL WEAPON was used in #Mariupol today?? Russia used chemical weapon against Ukrainians, civilians included. Are you still deeply concerned?"
1450,3,"Hey!! How's your evening? Did you know that a literal CHEMICAL WEAPON was used in #Mariupol today?? Russia used chemical weapon against Ukrainians, civilians included. Are you still deeply concerned?"
1451,1,About 80 missiles and kamikaze drones were launched at Ukraine yesterday. Civilian infrastructure was destroyed. There are dead and injured civilians. Help us to stop this terrorism! Exclude russia from the UN! #RussiaIsATerroristState
1451,2,russia is a terrorist state. About 80 missiles and kamikaze drones were launched at Ukraine yesterday. Civilians are dead and injured. Civilian infrastructure was destroyed. Help us to stop this terrorism! Exclude russia from the UN! #RussiaIsATerroristState
1451,3,About 80 missiles and kamikaze drones were launched at Ukraine yesterday. Civilians are dead and injured. Civilian infrastructure was destroyed. Help us to stop this terrorism! Exclude russia from the UN! #RussiaIsATerroristState
1452,1,"In the past 24 months, most hospitals have been destroyed or looted or run out 🏥 in #Tigray by #Isaias and #AbiyAhmed. Millions needs dire humanitarian assistance. . #TigrayUnderAttack"
1452,2,"🚨In the past 24 months, most hospitals have been destroyed or looted or run out 🏥 in #Tigray by #Isaias and #AbiyAhmed. Millions needs dire humanitarian assistance. . #TigrayUnderAttack"
1452,3,"🚨In the past 24 months, most hospitals have been destroyed or looted or run out 🏥 in #Tigray by #Isaias and #AbiyAhmed. Millions needs dire humanitarian assistance. . #TigrayUnderAttack @"
1453,1,"&amp; Hence Why Propaganda Made Out Not Officially Elected By Uk People, Despite Lies &amp; We Elected :( Also Likes Of: #NigelFarage &amp; Fake Nationalism Parties, Press/Media, ,Etc, Don't Say Bad Things About: #Putin , #Russia , #Lords , Etc"
1453,2,"Uk Isn't A Friendly Ally To: , Its Allies &amp; Friends To: #India , #China , #Russia , &amp; #Putin's &amp; Russian Friends, Just Took Them Longer To Get &amp; His Tory Party Governments In Power, &amp; #Brexit :( Missing: #RussianReport &amp;"
1453,3,"Its Allies &amp; Friends To: #India , #China , #Russia , &amp; #Putin's &amp; Russian Friends, Just Took Them Longer To Get &amp; His Tory Party Governments In Power, &amp; #Brexit :( Missing: #RussianReport &amp; Rushed #KGB Son Into Unelected House Of Lords , &amp; Media Ow"
1454,1,"""Despite the peace agreement,the hospital can only provide a fraction of the medication required by its patients."" So 🚩Address #Justice4Tigray 🚩Aid Tigray 🚩Allow #ICHREE investigate #TigrayGenocide"
1454,2,"""Despite the peace agreement, the hospital can only provide a fraction of the medication required by its patients."" So ⁦⁦⁩ 🚩Address #Justice4Tigray 🚩Aid Tigray 🚩Allow #ICHREE investigate #TigrayGenocide"
1454,3,"📣 ""Despite the peace agreement, the hospital can only provide a fraction of the medication required by its patients."" So 🚩Address #Justice4Tigray 🚩Aid Tigray 🚩Allow #ICHREE investigate #TigrayGenocide"
1455,1,"🗞️News “In such a complex world, we need to work together,” Filippo Grandi said at the opening of UNHCR’s annual Executive Committee meeting in Geneva. 🔗 #Peace #Diplomacy #climate #conflict #UkraineRussianWar #HumanRights #Refugees"
1455,2,Many of the injustice &amp; inhumanity faced by #Refugees are done by #UNHCR itself. How many Gurnahs have been denied right to asylum seeking by 's agency. #Iraq #Iran #Qatar #KSA #Turkey #UAE #Kurdistan
1455,3,"A useful set of guidance &amp; studies by UNHCR to promote socio-economic #inclusion of Ukrainian #refugees. we support individuals, businesses &amp; municipalities in #Ukraine &amp; affected countries to address critical human capital challenges."
1456,1,"What is the use of protests for women's rights, speeches if when elect an allied country women in European Union, United Nations, Western journalists dehumanized those women in #Ukraine who are Russians, Romanies, pro- #Russia — This is you, your complicity and your silence."
1456,2,Join UN Women and Best American Companies Fighting for Women and Children Rights in Ukraine. #UN $QQQ $SPY #news #ukraine #bitcoin $LULU #EU #russia #biden #trump #lepen #humanrights #women #investing
1456,3,Where are the women? Where are the medics? #ArmUkraineNow #HIMARS #NASAMS #GMLRS #ATACMS #F16 #F35 #EU #NATO #UN #ICRC #UnitedForUkraine #UnitedForDemocracy #UnitedForWorldPeace #RussianWarCrimes #RussiaTerroristState
1457,1,Even though CoHA is signed their are still a lot of area's under siege by 🇪🇷|n &amp;Amhara forces. So 🚩Force #EritreaOutOfTigray 🚩Force #AmharaOutOfTigray 🚩And seek #Justice4Tigray
1457,2,Even though CoHA is signed their are still a lot of area's under siege by🇪🇷|n &amp;Amhara forces So 🚩Force #EritreaOutOfTigray 🚩Force #AmharaOutOfTigray 🚩And seek #Justice4Tigray
1457,3,Even though CoHA is signed their are still a lot of area's under 🚨siege by 🇪🇷|n &amp;Amhara forces. So 🚩Force #EritreaOutOfTigray 🚩Force #AmharaOutOfTigray 🚩And seek #Justice4Tigray
1458,1,Andy Murray receives humanitarian award for donating prize money to Ukraine #Ukraine #UNICEF #gratitude #compassion
1458,2,🎾 Andy Murray has pledged to donate the remainder of his 2022 season's prize money to help children in Ukraine. The 3-time Grand Slam champion will partner with UNICEF to help provide medical supplies and developmental kits. #Tennis #Ukraine #Children
1458,3,#CatchTheNews | Andy Murray pledges to donate prize money for Ukraine war victims UNHCR is working towards helping victims of the conflict and Andy Murray has also joined hands with the organization! #AndyMurray #RussianUkrainianWar #Ukraine️ #Tennis #CatchKaro
1459,1,#500DaysOfTigrayGenocide &amp; here is what’s happening: 📌83% people “Food Insecure” 📌50% (3.5 mill) “No Food” 📌No Fuel 📌No Banking 📌No Medicine 📌No Telecom &amp; Electricity 📌Humanitarian aid BLOCKED Act NOW #EndTigraySiege
1459,2,#500DaysOfTigrayGenocide &amp;here is what’s happening 📌83% people “Food Insecure” 📌50% (3.5 mill) “No Food” 📌No Fuel 📌No Banking 📌No Medicine 📌No Telecom &amp; Electricity 📌Humanitarian aid BLOCKED Act NOW #EndTigraySiege
1459,3,#500DaysOfTigrayGenocide &amp; here is what’s happening: • 83% people “Food Insecure” • 50% (3.5 mill) “No Food” • No Fuel • No Banking • No Medicine • No Telecom &amp; Electricity • Humanitarian aid BLOCKED Act NOW #EndTigraySiege
1460,1,#India voted to reject #Russia's demand for a secret ballot in the General Assembly on a draft resolution to condemn #Moscow's illegal annexation of four regions of #Ukraine. #UnitedNations #RussiaUkraineWar #Putin
1460,2,"#UkraineRussiaWar | India voted to reject Russia's demand for a secret ballot in the UN General Assembly on a draft resolution to condemn Moscow's ""illegal"" annexation of four regions of Ukraine."
1460,3,India voted to reject Russia’s demand for a secret ballot in the UN General Assembly on a draft resolution to condemn Moscow’s “illegal” annexation of four regions of Ukraine. #RussiaUkraineWar
1461,1,🆘 🆘🆘 Here is the 24-Hour Emergency Rescue Support Team Contact: Email: ROLF .INFO OR NFSC .INFO 📞📞☎️Phone (Call or Text): +1 720-657-6776 OR +1 719-224-4232 #Ukraine️ ＃ROLF ＃NFSC
1461,2,The humanitarian situation in #Ukraine continues to deteriorate. &amp; partners are determined to stay and deliver life-saving aid. Help us support those in need. Donate today:
1461,3,The humanitarian situation in #Ukraine continues to deteriorate at an alarming pace. The and our partners are determined to stay and deliver life-saving aid. Help us support all those in need. Donate today:
1462,1,🇨🇿Putin's agents in Prague. #Czech #Prague #News #NewsToday #EU #Europe #Putin #UN #UnitedNations
1462,2,"1/2 #PRAGUE - Today, about 70,000 Czechs managed to gather #Czech radical nationalists together with other marginal non-parliamentary parties on Wenceslas Square in Prague for demonstrations against the Czech government, the #Eu|ropean Union, #NATO, the #UN"
1462,3,Thousands take to streets in Prague to protest against Czech government #Prague #Czech #EnergyCrisis #UN #NATO #EuropeanUnion #Russian #HumanRights #NewsBreak #USA #instagram #TwitterDown #PedoHitler
1463,1,"✅🇷🇺#Putin: Grain exported from Ukraine almost in its entirety went to EU, not to developing &amp; poorest countries. Only 2 ships delivered grain under the UN World Food Programme, the very programme that is supposed to help countries that need help the most, 2 ships out of 87"
1463,2,"President #Putin: Grain exported from Ukraine almost in its entirety went to EU, not to developing &amp; poorest countries. Only 2 ships delivered grain under the UN World Food Programme, the very programme that is supposed to help countries that need help the most, 2 ships out of 87"
1463,3,"President #Putin: Grain exported from Ukraine almost in its entirety went to EU, not to developing &amp; poorest countries. Only 2 ships delivered grain under the UN World Food Programme, the very program that is supposed to help countries that need help the most, 2 ships out of 87."
1464,1,UN chief pushes for truce in Ukraine despite Russian envoy's negative response #UN #AntonioGuterres #Ukraine #Russian #YesPunjab
1464,2,UN chief pushes for truce in Ukraine despite Russian envoy's negative response #Ukraine #UkraineRussiaWar
1464,3,UN chief pushes for truce in Ukraine despite Russian envoy's negative response #Ukraine #UN #Russia
1465,1,THOSE NEED TO STOP!! WHERE'S ?? #Truth #Justice #Russia #Putin
1465,2,JUST LOOK WHO YOUR SLAVES ARE SHELLING WITH YOUR WEAPONS!!! #Truth #Justice #Russia #Putin
1465,3,", Uniting Nations! 🇷🇺❤️🇮🇷❤️🇹🇷 #Truth #Justice #Russia #Putin"
1466,1,The #Russians shot #Ukranians standing in a Bread Line. I don’t believe #Putin he’s a Liar &amp; a Psychopath &amp; Must be Stopped by Any Means Necessary. This is the only way #Europe will be Safe. He is the #NewHitler
1466,2,#UkraineRussiaWar Morally Lost by #Putin Like #RSS Agenda of #AkhandBharat Our Highly Educated 😊 PM #Modi Must have Advised #Putin for #AkhandUSSR #Gorbachev Had Vision of #Russia #Putin has #Arrogance of #PutinHitler Our PM Does Not hav Guts to Speak Against #China #Truth
1466,3,"After All #Putin's Loosing His Illegal Wars &amp; Invasions, Not Been Helped By His Friends Overly Either :/ :( His Scared Little Git &amp; Getting Old ,&amp; Was Always Weak :( His Loosing #ToryParty Grips ,After: Couldn't Control Himself :( 😞 His Not Getting Gas Monies A"
1467,1,"Abiy, like his mentor Eritrean President Isaias Afwerki, often repeats the mantra ""African solutions for African problems."" He hopes this will allow him to avoid accountability. #Justice4Tigray #TigrayGenocide /-"
1467,2,"📢Abiy, like his mentor Eritrean President Isaias Afwerki, often repeats the mantra ""African solutions for African problems."" He hopes this will allow him to avoid accountability. ➡️#Justice4Tigray ➡️#TigrayGenocide"
1467,3,"Abiy, like his mentor Eritrean President Isaias Afwerki, often repeats the mantra ""African solutions for African problems."" He hopes this will allow him to avoid accountability. #Justice4Tigray #TigrayGenocide ."
1468,1,"#UN Just Warned That The #Russian🇷🇺-#Ukrainian🇺🇦 #War Is Greatly Hurting #Lebanon Lebanon, which is now facing the consequences of the war amid the increase of #fuel prices and #wheat shortage, is now seeing its breadbasket “being bombed.”"
1468,2,Follow the official Facebook page of MidEastDiscourse like and share to get the latest news and developments in the Middle East #Syria #Damascus #Lebanon #Beiurt #Israel #Palestine #West_Bank #egypt #Algeria #Jordan #Iraq #UAE #UN #USA #Russia #EU #Nato
1468,3,Follow the official Facebook page of MidEastDiscourse like and share to get the latest news and developments in the #Middle_East #Syria #Damascus #Lebanon #Beiurt #Israel #Palestine #West_Bank #egypt #Algeria #Jordan #Iraq #UAE #UN #USA #Russia #EU #Nato
1469,1,"Even nature was always a silent victim.For example, because the dry Afromontane forest landscapes characterizing in Tigray as offensive&amp;defensive positions, many ditches, bunkers, &amp;temporary roads were built there. #Justice4Tigray"
1469,2,".Even nature was always a silent victim.For example,because the dry Afromontane forest landscapes characterizing in Tigray as offensive &amp; defensive positions, many ditches,bunkers,&amp; temporary roads were built there. #Justice4Tigray"
1469,3,"💮Even nature was always a silent victim. For example, because the dry Afromontane forest landscapes characterizing in Tigray as offensive &amp; defensive positions, many ditches, bunkers, &amp; temporary roads were built there. #Justice4Tigray"
1470,1,"Even before the February 2022 invasion of #Ukriane, #Russia has long had its eye on #Iran’s drone program. The expiration of the UN arms embargo on Iran under U.N. Security Council Resolution 2231 likely emboldened these developments."
1470,2,"As noted in its resource on the #Iranian drone threat, the expiration of the UN arms embargo on #Iran under U.N. Security Council Resolution 2231 likely emboldened Iran in providing drones to #Russia. ➡️🔗"
1470,3,"#Russia pushed for the expiration of the UN arms embargo on #Iran during the JCPOA negotiations, which it did in October 2020. And now we know why. 2/2"
1471,1,"Did you know that 2022 was announced by the #YearofGlass. In 🇺🇦, due to 🇷🇺 bombing, it is rather a year of broken glass. Polish diplomats joined the project #TheoryOfProtection of #DaryaKoltsova showing solidarity with Ukrainians protecting their windows. #StandWithUkraine"
1471,2,"Did you know that 2022 was announced by UN the #YearofGlass. In 🇺🇦, due to RU bombing, it is rather a year of broken glass. Polish diplomats joined the project #TheoryOfProtection of #DaryaKoltsova showing solidarity with Ukrainians protecting their windows. #StandWithUkraine"
